DATE,HIGHTEMP,LOWTEMP,HUMIDITY,DESCRIPTION
2/7/2019,-21,-35,34.51,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
8/2/2020,46,70,14.88,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
5/24/2020,-17,-46,15.53,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
8/15/2021,135,90,77.71,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
3/29/2019,127,114,96.25,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
1/27/2018,116,87,2.44,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
3/24/2020,101,124,12.84,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
2/4/2018,-38,-20,41.93,sed ante vivamus tortor duis mattis egestas metus aenean fermentum
12/11/2021,21,-24,93.56,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
9/3/2018,21,20,54.19,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
3/6/2020,92,72,72.98,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
9/13/2021,-46,118,26.29,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
3/16/2020,-3,-22,57.23,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
3/10/2020,91,42,87.23,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
1/26/2021,137,34,41.56,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
6/27/2020,-31,-32,91.34,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
3/22/2021,105,-10,44.3,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
1/11/2021,5,-29,9.02,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
5/23/2021,-34,98,81.97,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
5/16/2021,-15,101,50.39,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
3/22/2021,63,124,64.64,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
2/10/2021,110,41,49.52,sapien cursus vestibulum proin eu mi nulla ac enim in
7/18/2020,56,1,17.78,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
12/5/2018,-35,87,20.34,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
1/5/2019,121,99,72.09,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
8/22/2020,32,6,47.2,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
5/10/2018,50,44,31.34,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
1/29/2020,-46,103,42.22,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
3/12/2020,98,56,40.84,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
12/17/2019,-41,55,98.52,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
1/26/2021,85,59,37.75,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
7/19/2019,0,-32,52.48,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
7/26/2018,46,40,27.26,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
